CustomerID,Recency,Frequency,Monetary,Segment
12514.0,266,1,1017.6800000000001,1
12515.0,352,1,383.70000000000005,1
12516.0,77,2,1312.06,3
12517.0,27,6,2464.8900000000003,3
12518.0,0,5,2056.89,3
12519.0,63,1,340.84000000000003,3
12520.0,78,6,2582.51,3
12521.0,142,1,599.68,1
12522.0,38,2,192.72000000000003,3
12523.0,1,13,1745.5699999999997,3
12524.0,8,8,4485.719999999999,3
12526.0,0,3,1316.6600000000003,3
12527.0,81,3,348.71000000000004,3
12528.0,8,8,1922.28,3
12530.0,59,5,1623.6300000000003,3
12531.0,14,1,125.22,3
12532.0,29,1,349.83000000000004,3
12534.0,130,1,1089.18,3
12535.0,91,2,716.35,3
12536.0,7,5,4106.82,3
12538.0,28,1,363.95,3
12539.0,21,5,3852.5,3
12540.0,19,19,13309.039999999999,0
12541.0,29,3,981.1800000000002,3
12544.0,29,2,355.70000000000005,3
12545.0,74,2,1000.39,3
12546.0,46,3,1141.5,3
12547.0,197,2,207.8,1
12548.0,165,1,95.19999999999999,1
12550.0,78,1,964.83,3
12551.0,357,1,168.0,1
12552.0,38,2,437.82,3
12553.0,7,14,3652.25,3
12556.0,49,2,603.7099999999999,3
12557.0,15,5,11990.96,3
12558.0,1,2,2.6645352591003757e-14,3
12559.0,310,3,536.2099999999999,1
12560.0,4,4,2101.3900000000003,3
12561.0,302,1,238.85,1
12562.0,7,7,3781.74,3
12564.0,260,1,456.90000000000003,1
12565.0,281,2,131.17000000000002,1
12566.0,72,2,346.7,3
12567.0,22,11,9114.94,3
12569.0,1,35,4064.99,0
12571.0,39,2,519.61,3
12572.0,8,3,1004.7199999999999,3
12573.0,226,1,160.54,1
12574.0,315,1,218.45000000000002,1
12576.0,35,6,1306.98,3
12577.0,34,4,595.4,3
12578.0,20,4,2753.36,3
12579.0,72,3,410.71999999999997,3
12580.0,246,1,415.70000000000005,1
12581.0,39,1,197.70999999999998,3
12582.0,238,2,511.3599999999999,1
12583.0,2,18,7187.34,0
12584.0,3,18,1893.9500000000003,3
12585.0,233,4,1982.81,1
12586.0,16,2,179.94,3
12587.0,7,1,144.0,3
12588.0,38,1,214.89999999999998,3
12589.0,28,2,646.6800000000001,3
12590.0,189,3,9861.38,1
12591.0,316,1,452.84999999999997,1
12592.0,91,2,437.6,3
12593.0,108,3,418.0999999999999,3
12594.0,37,11,3320.2200000000003,3
12596.0,50,2,618.27,3
12597.0,18,5,3683.13,3
12598.0,9,9,3002.6800000000003,3
12599.0,28,7,1032.5800000000004,3
12600.0,28,11,2581.04,3
12601.0,189,6,569.5600000000001,1
12602.0,58,1,153.12,3
12603.0,21,1,739.1999999999999,3
12604.0,78,2,254.17999999999998,3
12605.0,364,1,-7.5,1
12607.0,57,2,0.0,3
12609.0,77,3,1126.8500000000001,3
12610.0,22,7,2057.9900000000002,3
12611.0,51,1,1193.32,3
12612.0,57,2,643.59,3
12613.0,30,6,3218.98,3
12614.0,277,1,315.59999999999997,1
12615.0,1,4,2291.1899999999996,3
12616.0,84,5,657.2499999999999,3
12617.0,28,1,355.53000000000003,3
12618.0,21,1,177.31,3
12619.0,15,13,3214.8100000000004,3
12620.0,14,3,1339.41,3
12621.0,1,23,13612.07,0
12622.0,231,1,180.09999999999997,1
12623.0,275,1,305.1,1
12624.0,105,2,641.13,3
12625.0,211,3,2614.32,1
12626.0,22,13,6388.35,3
12627.0,10,7,4478.530000000001,3
12628.0,3,4,769.61,3
12630.0,9,2,1270.88,3
12631.0,56,1,640.5,3
12633.0,58,5,2140.63,3
12635.0,89,2,1689.1800000000003,3
12637.0,66,10,5953.25,3
12638.0,32,1,671.69,3
12639.0,238,1,486.1,1
12640.0,23,3,1174.58,3
12641.0,114,1,185.9,3
12642.0,24,3,1013.26,3
12643.0,127,6,3344.6399999999994,3
12644.0,129,1,477.90999999999997,3
12645.0,33,5,1755.38,3
12646.0,4,2,1346.97,3
12647.0,21,13,3669.92,3
12648.0,154,1,318.04999999999995,1
12649.0,106,4,603.71,3
12650.0,2,1,314.44,3
12651.0,334,1,114.0,1
12652.0,321,2,914.53,1
12653.0,148,2,2209.85,1
12654.0,10,5,601.9799999999999,3
12656.0,16,8,3982.7200000000003,3
12657.0,10,5,1152.06,3
12658.0,18,1,686.05,3
12659.0,29,1,91.68,3
12660.0,10,1,245.10000000000002,3
12662.0,0,12,3817.08,3
12664.0,7,10,4863.88,3
12665.0,324,2,61.75,1
12666.0,358,1,-227.44,1
12667.0,57,1,620.1300000000001,3
12668.0,6,6,3743.1800000000003,3
12669.0,150,4,1607.73,1
12670.0,9,6,2986.1499999999996,3
12672.0,329,1,225.9,1
12673.0,4,2,610.52,3
12674.0,11,7,1919.3099999999997,3
12676.0,24,6,1331.39,3
12678.0,41,13,17588.26,0
12679.0,51,9,1058.67,3
12680.0,0,4,862.8100000000002,3
12681.0,14,27,13677.59,0
12682.0,3,31,12288.220000000001,0
12683.0,3,20,8221.09,0
12684.0,7,7,2283.63,3
12685.0,27,6,2863.08,3
12686.0,371,1,89.14,1
12688.0,113,1,4873.8099999999995,3
12689.0,25,2,1247.61,3
12690.0,205,1,389.01,1
12691.0,27,6,1035.8,3
12693.0,120,6,830.9599999999999,3
12694.0,69,2,869.67,3
12695.0,6,4,582.1,3
12697.0,20,5,939.02,3
12700.0,7,6,4867.99,3
12701.0,79,2,797.71,3
12702.0,19,1,219.0,3
12703.0,63,2,274.7,3
12704.0,6,10,2220.8399999999997,3
12705.0,14,14,6814.24,3
12707.0,291,1,603.42,1
12708.0,29,16,2616.3199999999997,3
12709.0,2,26,9294.1,0
12710.0,96,4,1130.5700000000002,3
12712.0,22,17,4241.629999999999,3
12713.0,0,1,848.5500000000001,3
12714.0,8,5,4708.860000000001,3
12715.0,105,1,353.85999999999996,3
12716.0,3,2,1053.4900000000002,3
12717.0,150,3,980.98,1
12718.0,70,1,238.25,3
12719.0,4,3,608.1,3
12720.0,2,29,5713.28,0
12721.0,31,7,2628.9799999999996,3
12722.0,84,6,904.3299999999999,3
12723.0,3,5,725.07,3
12724.0,4,4,1031.4099999999999,3
12725.0,370,1,427.8,1
12726.0,27,7,2609.1,3
12727.0,10,9,3947.7000000000007,3
12728.0,70,4,836.3299999999999,3
12729.0,113,1,453.01000000000005,3
12731.0,23,14,18793.41,0
12732.0,179,1,236.26000000000005,1
12733.0,233,1,383.95000000000005,1
12734.0,352,1,110.39999999999999,1
12735.0,314,2,779.57,1
12736.0,332,1,234.00000000000003,1
12738.0,371,1,155.35,1
12739.0,77,2,1013.0400000000001,3
12740.0,63,1,427.59999999999997,3
12743.0,133,2,546.4300000000001,3
12744.0,51,10,9120.39,3
12747.0,1,11,4196.009999999999,3
12748.0,0,224,29072.1,2
12749.0,3,8,3868.2000000000007,3
12750.0,128,1,275.88,3
12752.0,80,1,4366.780000000001,3
12753.0,3,11,21024.01,0
12754.0,235,5,2949.12,1
12755.0,249,4,2203.1999999999994,1
12756.0,86,1,112.08000000000001,3
12757.0,15,19,4227.7,0
12758.0,116,2,2791.59,3
12759.0,51,3,1531.4400000000003,3
12762.0,7,2,1898.5200000000004,3
12763.0,137,2,494.08000000000004,3
12764.0,316,1,1693.88,1
12766.0,3,7,6989.63,3
12769.0,238,1,1143.6,1
12770.0,210,1,1351.4499999999998,1
12772.0,59,1,892.4700000000001,3
12775.0,16,6,1351.2400000000002,3
12778.0,19,7,804.23,3
12779.0,20,12,3868.7,3
12781.0,20,5,707.7200000000001,3
12782.0,4,6,2273.32,3
12783.0,1,8,1603.87,3
12784.0,8,2,574.4200000000001,3
12785.0,2,2,305.71,3
12787.0,9,3,463.65999999999997,3
12789.0,64,1,91.85000000000001,3
12790.0,191,1,324.9200000000001,1
12791.0,373,1,192.60000000000002,1
12792.0,256,1,400.53999999999996,1
12793.0,334,2,545.48,1
12794.0,52,2,860.41,3
12795.0,18,1,430.48,3
12797.0,359,3,194.18,1
12798.0,9,3,6977.04,3
12802.0,183,2,412.58,1
12808.0,36,3,483.65000000000003,3
12809.0,167,2,484.36,1
12811.0,260,3,514.8499999999999,1
12812.0,44,1,229.64,3
12814.0,101,1,125.92,3
12815.0,147,2,1063.46,1
12816.0,95,2,572.2,3
12817.0,280,1,166.04,1
12818.0,177,2,1517.88,1
12820.0,2,4,942.34,3
12821.0,213,1,92.72,1
12822.0,70,3,918.9800000000001,3
12823.0,74,5,1759.5,3
12824.0,59,1,397.11999999999995,3
12826.0,2,8,1468.1200000000001,3
12827.0,5,3,430.15,3
12828.0,2,6,1018.71,3
12829.0,321,3,253.05,1
12830.0,37,7,6748.400000000001,3
12831.0,261,1,215.05,1
12832.0,31,2,383.03000000000003,3
12833.0,144,1,417.38,1
12834.0,282,1,312.38,1
12836.0,58,4,2612.8599999999997,3
12837.0,172,1,134.1,1
12838.0,33,2,683.13,3
12839.0,2,16,5583.62,3
12840.0,143,6,2714.2700000000004,3
12841.0,4,26,3876.3999999999996,0
12842.0,69,2,1118.99,3
12843.0,65,9,1680.7600000000002,3
12844.0,28,2,325.96,3
12845.0,266,4,354.09,1
12847.0,21,1,871.5399999999998,3
12849.0,30,2,1050.8899999999999,3
12851.0,96,1,135.18,3
12852.0,289,2,299.75000000000006,1
12853.0,107,9,1881.7,3
12854.0,78,5,1289.1500000000003,3
12855.0,372,1,38.1,1
12856.0,7,8,2162.68,3
12857.0,210,2,1106.4,1
12863.0,51,2,504.20000000000005,3
12864.0,137,1,147.12,3
12865.0,25,3,1548.07,3
12866.0,282,1,559.12,1
12867.0,25,10,3986.2200000000003,3
12868.0,185,6,1607.0600000000002,1
12870.0,365,1,-14.899999999999999,1
12871.0,83,2,380.64000000000004,3
12872.0,326,2,599.9700000000001,1
12873.0,281,1,374.0,1
12875.0,142,2,343.2300000000001,3
12876.0,57,2,2218.020000000001,3
12877.0,3,12,1535.7700000000002,3
12878.0,17,3,841.64,3
12879.0,44,4,552.57,3
12881.0,275,1,298.0,1
12882.0,8,2,1463.0399999999997,3
12883.0,24,4,703.47,3
12884.0,87,1,309.05000000000007,3
12885.0,62,4,1158.27,3
12886.0,67,3,1351.09,3
12888.0,213,4,313.77,1
12890.0,23,1,380.47,3
12891.0,185,3,331.0,1
12893.0,30,1,188.14000000000001,3
12895.0,41,3,347.3,3
12897.0,204,2,216.5,1
12901.0,8,36,16293.1,0
12902.0,264,1,138.67999999999998,1
12904.0,17,2,509.58,3
12906.0,11,5,2919.81,3
12908.0,58,4,246.0,3
12909.0,39,8,2128.83,3
12910.0,22,8,3075.0400000000004,3
12912.0,2,5,1662.3,3
12913.0,4,5,2483.6299999999997,3
12915.0,148,2,363.65,1
12916.0,138,5,2982.3499999999995,3
12917.0,127,1,594.0,3
12919.0,7,8,1301.44,3
12920.0,16,1,164.23000000000002,3
12921.0,3,50,16389.74,0
12922.0,160,1,405.38,1
12923.0,63,1,176.97,3
12924.0,87,5,929.9500000000002,3
12925.0,4,2,694.05,3
12928.0,34,5,2062.7,3
12929.0,121,2,105.1,3
12930.0,77,4,409.9,3
12931.0,21,20,33462.81,0
12933.0,23,4,606.28,3
12935.0,1,8,2156.45,3
12936.0,16,5,1012.9000000000001,3
12937.0,14,4,1504.2700000000002,3
12938.0,25,1,114.13999999999999,3
12939.0,63,8,11581.800000000001,3
12940.0,45,4,876.29,3
12942.0,130,3,683.9000000000001,3
12943.0,300,1,-3.75,1
12944.0,35,2,604.5099999999999,3
12945.0,287,1,462.95000000000005,1
12947.0,143,11,1407.2900000000002,3
12948.0,15,8,2053.7,3
12949.0,30,10,4143.0199999999995,3
12950.0,1,3,1843.0,3
12951.0,8,8,1042.07,3
12952.0,5,5,1382.8400000000001,3
12953.0,9,1,329.85,3
12955.0,0,14,4734.26,3
12956.0,305,1,108.07,1
12957.0,3,12,3979.04,3
12962.0,6,2,266.39,3
12963.0,7,9,1841.0300000000002,3
12965.0,88,1,771.91,3
12966.0,9,1,160.18,3
12967.0,2,4,1194.75,3
12968.0,111,1,135.95,3
12970.0,6,4,452.24000000000007,3
12971.0,3,89,10930.259999999998,0
12974.0,197,1,144.8,1
12976.0,211,1,738.6,1
12977.0,155,1,39.24,1
12980.0,155,12,7092.060000000001,3
12981.0,29,2,372.2199999999999,3
12982.0,239,2,377.20000000000005,1
12984.0,18,1,97.5,3
12985.0,0,3,1215.6200000000001,3
12987.0,73,3,545.0,3
12988.0,291,1,535.3200000000002,1
12989.0,2,19,6854.51,0
12990.0,30,3,409.5000000000001,3
12991.0,22,2,503.76000000000005,3
12993.0,22,4,414.75999999999993,3
12994.0,3,5,902.2199999999999,3
12995.0,77,2,200.72,3
12997.0,21,7,1197.94,3
12999.0,195,3,455.88,1
13000.0,106,3,534.8500000000001,3
13001.0,3,15,9797.92,0
13002.0,317,1,120.94999999999999,1
13003.0,105,3,149.05,3
13004.0,11,22,5613.43,0
13005.0,173,3,468.95000000000005,1
13006.0,55,1,81.57,3
13008.0,322,2,178.47,1
13011.0,371,1,50.550000000000004,1
13012.0,8,11,1311.6200000000003,3
13013.0,0,15,4786.99,3
13014.0,2,16,3365.4300000000003,3
13015.0,52,5,3346.2799999999997,3
13016.0,72,3,789.8899999999999,3
13017.0,6,1,204.0,3
13018.0,15,29,7272.75,0
13021.0,3,12,2584.4,3
13023.0,63,2,689.9000000000001,3
13026.0,0,8,936.1500000000001,3
13027.0,113,6,6912.0,3
13028.0,22,3,659.6800000000001,3
13029.0,30,3,1247.5,3
13030.0,10,2,799.4800000000001,3
13032.0,38,3,996.5200000000002,3
13033.0,356,1,190.54999999999998,1
13034.0,54,2,642.7700000000001,3
13035.0,57,3,886.6299999999999,3
13037.0,137,3,881.07,3
13038.0,79,3,908.46,3
13040.0,8,2,676.99,3
13043.0,253,2,471.57000000000005,1
13044.0,290,1,560.47,1
13045.0,98,1,305.28,3
13046.0,30,2,629.31,3
13047.0,31,18,3079.1,3
13048.0,13,5,1805.9099999999999,3
13049.0,63,2,656.6800000000002,3
13050.0,8,28,5684.61,0
13052.0,211,1,348.15000000000003,1
13055.0,63,4,1201.96,3
13058.0,24,3,271.4,3
13059.0,249,1,183.4,1
13060.0,253,1,307.53000000000003,1
13061.0,71,1,248.61,3
13062.0,190,1,346.98,1
13064.0,12,4,1119.4900000000002,3
13065.0,372,1,205.85999999999999,1
13066.0,23,3,430.9,3
13067.0,81,1,115.46000000000001,3
13068.0,9,2,344.0,3
13069.0,0,27,3717.82,0
13070.0,191,1,228.8,1
13072.0,266,1,177.14999999999998,1
13075.0,129,1,919.6100000000001,3
13077.0,0,4,729.2700000000001,3
13078.0,0,43,12432.28,0
13079.0,3,5,220.09999999999997,3
13080.0,178,1,58.08,1
13081.0,0,21,27964.48,0
13082.0,125,10,3595.48,3
13083.0,3,2,303.75,3
13085.0,157,3,272.38,1
13089.0,2,118,57385.88,2
13090.0,8,18,8689.39,0
13091.0,20,2,319.82,3
13092.0,70,6,459.83000000000004,3
13093.0,266,13,7741.47,1
13094.0,20,16,1708.8600000000001,3
13095.0,70,1,74.4,3
13097.0,32,14,5893.32,3
13098.0,0,41,28658.879999999997,0
13099.0,98,1,207.35999999999999,3
13101.0,233,1,101.19,1
13102.0,0,27,6336.29,0
13103.0,39,1,243.94,3
13104.0,2,6,1098.48,3
13106.0,128,2,59.5,3
13107.0,43,5,1524.0700000000004,3
13108.0,372,1,350.05999999999995,1
13109.0,2,5,766.84,3
13110.0,30,8,1452.8700000000001,3
13113.0,0,40,10510.0,0
13115.0,8,14,2205.63,3
13116.0,116,2,485.19,3
13117.0,21,8,984.9100000000001,3
13118.0,19,7,1125.0,3
13120.0,238,1,30.599999999999998,1
13121.0,268,2,254.72999999999996,1
13122.0,93,2,922.39,3
13124.0,89,3,3866.33,3
13126.0,4,10,2056.29,3
13127.0,77,1,259.16999999999996,3
13130.0,93,1,64.0,3
13131.0,22,4,1039.3000000000002,3
13132.0,261,1,77.3,1
13133.0,273,2,109.80000000000001,1
13134.0,72,7,1740.63,3
13135.0,196,1,3096.0,1
13136.0,49,11,2545.38,3
13137.0,10,9,3605.08,3
13138.0,21,6,962.39,3
13139.0,15,8,5055.790000000001,3
13140.0,107,3,423.72,3
13141.0,84,6,2385.8,3
13142.0,18,1,307.0899999999999,3
13144.0,332,1,110.94999999999999,1
13145.0,39,5,614.77,3
13146.0,25,1,228.91,3
13147.0,9,4,712.8000000000001,3
13148.0,28,17,3348.4800000000005,3
13149.0,13,4,1676.0600000000002,3
13151.0,202,2,1250.3700000000003,1
13153.0,5,1,486.22,3
13154.0,143,1,-611.86,1
13155.0,32,4,971.7600000000002,3
13157.0,48,5,1721.57,3
13158.0,94,4,1201.06,3
13159.0,8,5,1379.75,3
13160.0,21,1,91.8,3
13161.0,312,1,112.75,1
13162.0,121,5,1644.9899999999998,3
13165.0,45,2,1021.48,3
13166.0,281,2,414.70000000000005,1
13167.0,18,4,791.3299999999999,3
13168.0,35,5,1310.14,3
13169.0,63,2,712.88,3
13170.0,26,1,116.00999999999999,3
13171.0,7,5,426.80999999999995,3
13173.0,3,2,353.65000000000003,3
13174.0,15,3,2817.0299999999997,3
13176.0,45,1,492.84000000000003,3
13177.0,64,1,282.45,3
13178.0,25,11,5725.469999999999,3
13182.0,44,1,121.18,3
13183.0,7,9,3957.7800000000007,3
13184.0,14,12,1648.79,3
13185.0,267,1,71.4,1
13186.0,39,5,1539.69,3
13187.0,336,1,236.01999999999998,1
13188.0,10,1,114.60000000000001,3
13189.0,18,2,260.67999999999995,3
13192.0,94,2,911.9400000000002,3
13193.0,60,1,117.88000000000001,3
13194.0,135,1,60.7,3
13196.0,10,4,1797.78,3
13198.0,9,8,3384.09,3
13199.0,3,39,9803.96,0
13200.0,18,4,870.0900000000001,3
13203.0,9,4,869.4599999999999,3
13207.0,14,2,250.26000000000002,3
13208.0,58,7,1205.9,3
13209.0,29,11,5820.16,3
13210.0,93,1,353.48,3
13211.0,9,3,1197.42,3
13212.0,8,4,780.5799999999999,3
13213.0,56,6,1518.43,3
13216.0,267,1,333.74,1
13217.0,121,5,133.62000000000003,3
13218.0,126,1,62.64,3
13220.0,77,4,819.29,3
13221.0,239,2,847.4100000000001,1
13223.0,199,2,163.20000000000002,1
13224.0,59,3,2150.8499999999995,3
13225.0,2,8,6083.04,3
13226.0,272,1,108.21,1
13227.0,201,1,257.7,1
13228.0,80,1,358.0,3
13229.0,225,1,160.95,1
13230.0,3,15,2763.41,3
13232.0,12,7,1357.6000000000001,3
13233.0,73,2,605.1199999999999,3
13235.0,211,2,101.17000000000019,1
13236.0,24,3,727.2700000000001,3
13238.0,10,5,680.8299999999999,3
13239.0,261,1,329.56,1
13240.0,95,4,663.6500000000001,3
13242.0,111,3,270.40000000000003,3
13243.0,202,1,600.0700000000002,1
13244.0,92,1,121.74,3
13245.0,50,1,430.5,3
13246.0,17,7,1922.1,3
13247.0,17,4,501.11999999999995,3
13248.0,124,2,465.67999999999995,3
13249.0,91,3,711.41,3
13253.0,156,2,1030.3999999999999,1
13255.0,3,3,390.65999999999997,3
13256.0,13,1,0.0,3
13258.0,11,3,698.5799999999999,3
13259.0,61,1,292.31999999999994,3
13260.0,60,1,557.62,3
13261.0,268,2,944.1,1
13262.0,262,1,200.29,1
13263.0,0,35,7454.07,0
13265.0,52,5,2107.6600000000003,3
13266.0,10,19,3717.67,0
13267.0,2,27,4404.4400000000005,0
13268.0,17,15,3167.6400000000003,3
13269.0,0,17,5315.92,0
13270.0,365,1,590.0,1
13271.0,36,2,178.25999999999996,3
13272.0,30,2,276.56000000000006,3
13273.0,112,1,138.98,3
13276.0,63,2,590.93,3
13277.0,15,4,258.4,3
13278.0,40,1,542.73,3
13279.0,63,2,126.3,3
13280.0,121,3,814.86,3
13282.0,17,6,1047.8400000000001,3
13283.0,59,2,93.66,3
13284.0,322,2,196.15,1
13285.0,22,4,2709.1200000000003,3
13291.0,155,1,361.11,1
13292.0,38,2,578.9399999999999,3
13294.0,189,2,873.74,1
13295.0,359,2,197.95,1
13296.0,136,1,87.4,3
13297.0,7,4,2089.85,3
13298.0,0,1,360.0,3
13299.0,267,1,142.5,1
13300.0,164,2,365.29,1
13301.0,103,4,618.09,3
13302.0,154,1,63.75,1
13304.0,350,1,300.41999999999996,1
13305.0,3,10,2000.8599999999997,3
13307.0,119,1,15.0,3
13308.0,22,4,1367.6100000000001,3
13309.0,6,5,1456.79,3
13310.0,8,6,1083.63,3
13311.0,3,2,598.57,3
13313.0,21,5,1555.32,3
13314.0,1,4,578.6600000000001,3
13316.0,36,5,5815.49,3
13317.0,63,9,2140.07,3
13318.0,0,3,640.7600000000001,3
13319.0,4,36,10664.34,0
13320.0,69,6,1491.7,3
13321.0,71,2,567.36,3
13322.0,16,1,199.48,3
13323.0,2,5,787.8499999999999,3
13324.0,31,12,7072.799999999998,3
13325.0,81,1,675.3,3
13327.0,38,9,3617.5699999999993,3
13328.0,315,1,1308.48,1
13329.0,31,4,740.3999999999999,3
13330.0,92,3,1140.93,3
13332.0,13,1,350.9,3
13334.0,81,3,3536.8200000000006,3
13336.0,76,1,795.1200000000001,3
13338.0,153,3,431.82000000000005,1
13339.0,200,1,860.12,1
13340.0,44,7,10736.48,3
13341.0,260,1,775.8499999999999,1
13343.0,172,2,303.93,1
13344.0,67,3,2543.7200000000007,3
13345.0,276,2,377.6,1
13347.0,69,1,341.36,3
13348.0,63,1,233.76,3
13349.0,10,1,247.32,3
13350.0,15,3,910.72,3
13351.0,65,1,373.94,3
13352.0,7,2,389.28,3
13354.0,70,1,743.5300000000001,3
13355.0,121,1,674.7,3
13356.0,79,1,768.2400000000001,3
13357.0,256,1,609.95,1
13358.0,268,1,439.03000000000003,1
13359.0,58,2,431.26,3
13362.0,2,5,3085.49,3
13363.0,17,2,992.5,3
13364.0,66,2,7.105427357601002e-15,3
13365.0,8,3,2191.2200000000003,3
13366.0,49,1,56.160000000000004,3
13368.0,256,2,623.4,1
13369.0,353,2,263.75,1
13370.0,365,2,721.3199999999999,1
13372.0,89,1,378.63999999999993,3
13373.0,60,3,3312.2500000000005,3
13375.0,80,2,772.9,3
13376.0,98,3,1019.76,3
13379.0,25,3,572.56,3
13381.0,20,7,3626.81,3
13382.0,280,1,222.99,1
13384.0,30,9,4122.28,3
13385.0,329,1,534.5699999999999,1
13388.0,120,3,627.15,3
13389.0,10,3,797.9599999999999,3
13390.0,74,1,544.08,3
13391.0,203,1,59.8,1
13394.0,1,10,2312.8,3
13395.0,184,1,307.71999999999997,1
13396.0,21,4,1325.29,3
13397.0,72,6,1539.1799999999998,3
13398.0,191,1,457.34000000000003,1
13402.0,126,2,621.2300000000002,3
13403.0,17,1,75.0,3
13404.0,0,2,252.49,3
13405.0,73,3,572.4509999999999,3
13408.0,1,81,27487.41,0
13410.0,8,7,988.9100000000001,3
13411.0,106,1,213.55,3
13414.0,133,3,1390.5,3
13416.0,43,2,712.5,3
13417.0,4,2,640.83,3
13418.0,11,23,5845.4400000000005,0
13419.0,63,1,221.06,3
13420.0,134,4,140.35,3
13421.0,39,3,1848.98,3
13422.0,50,2,2601.55,3
13425.0,107,3,1624.2100000000003,3
13426.0,0,12,3550.7,3
